Cluster,Edad_Media_Coche,RENTA_MEDIA_ESTIMADA,Total_Compras,PVP_Medio,Dias_Desde_Ultima_Compra,Total_Revisiones,Coste_Medio_Cliente,CLV_5_anos,Margen_eur_Medio,Km_Medio_por_Revision
0,0.9600329151034769,1.0079251318265205,0.9143483184263671,1.1334977340959898,0.9980444043548184,0.855250990853325,1.822200549183994,-0.5777489709024332,-0.2938741602533873,1.1858407038411374
1,2.0024693631587964,1.1439734502627208,0.9461924432615357,0.9479174610988002,1.9519400717179471,2.3652447240956707,1.2342735406640202,0.24350221834540348,0.33634957877100585,1.8687389014965994
2,0.39956788851256947,0.9005812034432202,0.9617772414444279,1.1886831543503054,0.4896987892349313,0.34723102229225916,0.47833180147149895,3.027048349891268,2.638633609078536,0.48233077051221196
3,0.3050929205947047,0.9087865296246942,0.9565566102287032,0.8837196319512758,0.3937070901731384,0.092070854070614,1.0756161264557293,0.4531899496203157,0.5983762960819503,0.1041855158759544
4,1.5965959008715918,1.1389170132825734,1.0364967937496607,1.1770330658706474,1.5232574677968524,1.9686191295706388,0.49742155803388904,3.1529055150031295,2.5565768149000365,1.8141226204190202
5,1.1484935060638854,0.9912048308352008,1.1374601467376013,0.9032439774325827,1.0485442584718867,1.056456976186161,0.7983821263881904,0.9548674154068519,1.041477060862632,1.1888466185895343
